04_381x378.jpg
29178
1|2.1951827085546256
2|2.101871312091987
3|2.0899102994931127
4|2.074998487981304
5|2.0679978415933533
6|2.0774919012500845
7|2.0668175220282023
8|2.0697820236101734
9|2.0787435691956375
10|2.073381100522795
11|2.08416793613236
12|2.071217496323868
13|2.073834233614434
14|2.0683621435888426
15|2.072429473779721
16|2.07165456421734
17|2.11159973464072
18|2.0768469307910777
19|2.0641346339214124
20|2.0747357747394517
21|2.078606069998898
22|2.078653793087824
23|2.0746450536199745
24|2.0647701542637265
25|2.0785375566534867
26|2.0844419895141755
27|2.069897315032904
28|2.0790280177056957
29|2.0743133545267938
30|2.0779365292368084
31|2.077490956238364
32|2.096511205948275
33|2.077160674662764
34|2.0685341357112748
35|2.0731580777706995
36|2.0730867293902406
37|2.069166821018541
38|2.0810597927778645
39|2.0723411151893742
40|2.072148332810457
41|2.069708312700584
42|2.083445002211306
43|2.0766782462095534
44|2.072676121823349
45|2.0984498973717223
46|2.0756203056545814
47|2.0745448823838046
48|2.0690864950273635
49|2.0740747390823344
50|2.0695882962195924
51|2.0666856929014443
52|2.07699388010451
53|2.0627823222338293
54|2.0752626187407373
55|2.0719172774591925
56|2.0637490691635207
57|2.07013545797156
58|2.0730564890171195
59|2.072774403036135
60|2.0716077861400777
61|2.0679142080613246
62|2.0584886617500615
63|2.0787421516781706
64|2.0684396345450864
65|2.0611890325726563
66|2.063904996087615
67|2.0663733665473956
68|2.0751374046955675
69|2.06450555099849
70|2.0621279016583003
71|2.059711506840017
72|2.0631513492876934
73|2.064019815004542
74|2.073273369193373
75|2.083988856422536
76|2.0784099800791296
77|2.0792633256094177
78|2.0710081762408663
79|2.0677871039928277
80|2.0711409503793448
81|2.0723047322404113
82|2.0811996545037346
83|2.0760191005757065
84|2.0729690754383796
85|2.0710549543181855
86|2.1026599243234614
87|2.1799590431945717
88|2.0935967899843604
89|2.0716866946137884
90|2.0945125062843317
91|2.0806950182765718
92|2.071252461755421
93|2.0748756364653786
94|2.0714499691925994
95|2.0739334598388837
96|2.0598409734376446
97|2.081181226776323
98|2.077670508454048
99|2.0742259409481107
100|2.065357479011311
